2.394699999999999918e+01	2.585134513059603734e+01
2.561100000000000065e+01	2.588708621616570227e+01
2.159400000000000119e+01	2.423926780376639201e+01
2.354500000000000171e+01	2.522292733215682503e+01
2.144699999999999918e+01	2.173230911504966301e+01
2.318599999999999994e+01	2.301103380282255273e+01
2.458199999999999719e+01	2.220221502816319514e+01
2.782900000000000063e+01	2.416524612867712207e+01
2.363199999999999790e+01	2.198686987370114565e+01
1.922599999999999909e+01	2.064030089180199568e+01
2.548900000000000077e+01	2.198416195682309748e+01
2.361199999999999832e+01	2.309094581492730924e+01
2.204699999999999704e+01	2.448569919736128853e+01
2.641499999999999915e+01	2.306306318519485998e+01
2.084600000000000009e+01	2.353972747732205306e+01
2.082600000000000051e+01	2.181237247393584866e+01
2.631500000000000128e+01	2.377830277688618565e+01
2.796599999999999753e+01	2.685473671354657199e+01
2.055699999999999861e+01	2.297221876050267753e+01
2.268499999999999872e+01	2.321083173708785097e+01
1.858500000000000085e+01	2.056100589590663930e+01
2.325199999999999889e+01	2.332042647504338007e+01
2.838599999999999923e+01	2.462611178647659216e+01
2.035399999999999920e+01	2.242578036202781888e+01
2.062400000000000233e+01	2.145987309743023275e+01
1.999800000000000111e+01	2.073735003686352840e+01
2.370499999999999829e+01	2.345701820692765693e+01
2.557499999999999929e+01	2.566706756859717586e+01
2.248699999999999832e+01	2.631342503659970333e+01
2.091800000000000281e+01	2.284247822318704024e+01
2.266499999999999915e+01	2.434417340792830231e+01
2.416800000000000281e+01	2.211122936844559916e+01
2.135699999999999932e+01	2.198176203916182203e+01
2.389699999999999847e+01	2.216478147464340509e+01
2.649399999999999977e+01	2.277550632082561677e+01
1.953500000000000014e+01	2.009193714604777981e+01
2.891099999999999781e+01	2.354545750292304618e+01
2.161100000000000065e+01	2.441033142573641257e+01
2.487300000000000111e+01	2.554864217222274547e+01
2.318900000000000006e+01	2.356600217187967417e+01
1.526299999999999990e+01	2.145073318731293455e+01
2.579400000000000048e+01	2.465563745958168340e+01
2.372800000000000153e+01	2.420945183591986094e+01
2.636699999999999733e+01	2.363847671343740942e+01
2.833300000000000196e+01	2.412692364527644173e+01
2.021300000000000097e+01	2.361743564863849443e+01
2.620800000000000196e+01	2.373973446752764005e+01
2.371300000000000097e+01	2.135795689275082765e+01
2.441300000000000026e+01	2.459144917165915700e+01
