2.394699999999999918e+01	2.450013535653425478e+01
2.561100000000000065e+01	2.643722930285935746e+01
2.159400000000000119e+01	2.393007815712683595e+01
2.354500000000000171e+01	2.500508200720833685e+01
2.144699999999999918e+01	2.063161636509337171e+01
2.318599999999999994e+01	2.301701332877202333e+01
2.458199999999999719e+01	2.262365371606703590e+01
2.782900000000000063e+01	2.524127687656185870e+01
2.363199999999999790e+01	2.261180837752489836e+01
1.922599999999999909e+01	2.027054715746222868e+01
2.548900000000000077e+01	2.209852025014691890e+01
2.361199999999999832e+01	2.353923654405219779e+01
2.204699999999999704e+01	2.477857910967418320e+01
2.641499999999999915e+01	2.348670823521789330e+01
2.084600000000000009e+01	2.331224665829522635e+01
2.082600000000000051e+01	2.076926538256447685e+01
2.631500000000000128e+01	2.323821774794982176e+01
2.796599999999999753e+01	2.651117222992350264e+01
2.055699999999999861e+01	2.369269741721371858e+01
2.268499999999999872e+01	2.227235508554776544e+01
1.858500000000000085e+01	2.030395003560427014e+01
2.325199999999999889e+01	2.329234928260088466e+01
2.838599999999999923e+01	2.526515620524896377e+01
2.035399999999999920e+01	2.161114940827637199e+01
2.062400000000000233e+01	2.063975734389804018e+01
1.999800000000000111e+01	2.037726655952159049e+01
2.370499999999999829e+01	2.318108053940277458e+01
2.557499999999999929e+01	2.502039802685022352e+01
2.248699999999999832e+01	2.568608283575560591e+01
2.091800000000000281e+01	2.342201066576979329e+01
2.266499999999999915e+01	2.417115597722452947e+01
2.416800000000000281e+01	2.273695211100627844e+01
2.135699999999999932e+01	2.190041596626643639e+01
2.389699999999999847e+01	2.264200224243363380e+01
2.649399999999999977e+01	2.375256224336245481e+01
1.953500000000000014e+01	2.045778070042607055e+01
2.891099999999999781e+01	2.387222721316376806e+01
2.161100000000000065e+01	2.311300742628963434e+01
2.487300000000000111e+01	2.413753948963881157e+01
2.318900000000000006e+01	2.320030908266237546e+01
1.526299999999999990e+01	2.036479343908634476e+01
2.579400000000000048e+01	2.381444501952245574e+01
2.372800000000000153e+01	2.413534890694152679e+01
2.636699999999999733e+01	2.381905842704285448e+01
2.833300000000000196e+01	2.454451545648443300e+01
2.021300000000000097e+01	2.310176839534119608e+01
2.620800000000000196e+01	2.437565465816877008e+01
2.371300000000000097e+01	2.166542993065654699e+01
2.441300000000000026e+01	2.480909375956752427e+01
2.014199999999999946e+01	1.987742756637049624e+01
2.435599999999999810e+01	2.239909332528254637e+01
2.253800000000000026e+01	2.324890964267510896e+01
2.504500000000000171e+01	2.330856285281480922e+01
1.932600000000000051e+01	2.057536148810898524e+01
2.152100000000000080e+01	2.051773063433241617e+01
2.417199999999999704e+01	2.147602468067566761e+01
2.399199999999999733e+01	2.222758886252806221e+01
2.672199999999999775e+01	2.555724092969884254e+01
2.361800000000000210e+01	2.358204898295886309e+01
2.172500000000000142e+01	2.172843129949696817e+01
2.484099999999999753e+01	2.473372435738671982e+01
2.065800000000000125e+01	2.254237026735211558e+01
2.436800000000000210e+01	2.248973484772844955e+01
2.411599999999999966e+01	2.018738434497442569e+01
2.484400000000000119e+01	2.441698924561422857e+01
1.805300000000000082e+01	1.991633455541717268e+01
2.313800000000000168e+01	2.430625113372191493e+01
2.202300000000000324e+01	2.177776871374318901e+01
2.474800000000000111e+01	2.114250674549415265e+01
1.805900000000000105e+01	2.091723062914191189e+01
1.945100000000000051e+01	2.121372822396394042e+01
2.528699999999999903e+01	2.349152966816970789e+01
2.373300000000000054e+01	2.079552375137606290e+01
1.965500000000000114e+01	2.164826999210534098e+01
2.323600000000000065e+01	2.339885084397151260e+01
2.161199999999999832e+01	2.041589648371235555e+01
