2.394699999999999918e+01	2.527075928351133527e+01
2.561100000000000065e+01	2.643775761831814108e+01
2.159400000000000119e+01	2.460760761508628036e+01
2.354500000000000171e+01	2.574518645454974575e+01
2.144699999999999918e+01	2.156990009673317488e+01
2.318599999999999994e+01	2.347632313130564796e+01
2.458199999999999719e+01	2.375903810798954297e+01
2.782900000000000063e+01	2.604721324838210350e+01
2.363199999999999790e+01	2.268635953578872488e+01
1.922599999999999909e+01	2.139113547079153221e+01
2.548900000000000077e+01	2.266022481805940814e+01
2.361199999999999832e+01	2.467386575161457429e+01
2.204699999999999704e+01	2.546223740096303700e+01
2.641499999999999915e+01	2.425879177616515747e+01
2.084600000000000009e+01	2.376333015153647565e+01
2.082600000000000051e+01	2.116208764858871660e+01
2.631500000000000128e+01	2.352029177680563876e+01
2.796599999999999753e+01	2.777655017533092519e+01
2.055699999999999861e+01	2.379940639321134910e+01
2.268499999999999872e+01	2.239954316467840201e+01
1.858500000000000085e+01	2.068487361633864197e+01
2.325199999999999889e+01	2.365679917309137892e+01
2.838599999999999923e+01	2.594226613449604812e+01
2.035399999999999920e+01	2.222710175700354895e+01
2.062400000000000233e+01	2.107130453166547568e+01
1.999800000000000111e+01	2.113183198170519717e+01
2.370499999999999829e+01	2.454398143701237345e+01
2.557499999999999929e+01	2.565114536309709337e+01
2.248699999999999832e+01	2.591339550105535849e+01
2.091800000000000281e+01	2.411100443144179906e+01
2.266499999999999915e+01	2.458862905846048363e+01
2.416800000000000281e+01	2.378164472460258239e+01
2.135699999999999932e+01	2.291343343865891669e+01
2.389699999999999847e+01	2.289134156946780507e+01
2.649399999999999977e+01	2.467535200175094445e+01
1.953500000000000014e+01	2.162515855490422823e+01
2.891099999999999781e+01	2.459186501931580437e+01
2.161100000000000065e+01	2.344447224095426918e+01
2.487300000000000111e+01	2.452358327619412037e+01
2.318900000000000006e+01	2.394366253477584294e+01
1.526299999999999990e+01	2.069033732173879869e+01
2.579400000000000048e+01	2.357906880049852205e+01
2.372800000000000153e+01	2.402227577290305405e+01
2.636699999999999733e+01	2.439097034817504195e+01
2.833300000000000196e+01	2.535111954111236088e+01
2.021300000000000097e+01	2.297409017383938590e+01
2.620800000000000196e+01	2.491342722737310922e+01
2.371300000000000097e+01	2.335922023855005136e+01
2.441300000000000026e+01	2.576180036384087302e+01
2.014199999999999946e+01	2.054587866640649807e+01
2.435599999999999810e+01	2.293932015658750956e+01
2.253800000000000026e+01	2.409144655652941225e+01
2.504500000000000171e+01	2.370036754788119637e+01
1.932600000000000051e+01	2.082415670016790088e+01
2.152100000000000080e+01	2.135550327574137697e+01
2.417199999999999704e+01	2.217910601965471074e+01
2.399199999999999733e+01	2.290238908166305265e+01
2.672199999999999775e+01	2.657763627845718091e+01
2.361800000000000210e+01	2.433958503737597923e+01
2.172500000000000142e+01	2.275891470428831198e+01
2.484099999999999753e+01	2.576268139970686732e+01
2.065800000000000125e+01	2.306464220943866295e+01
2.436800000000000210e+01	2.378514278721693387e+01
2.411599999999999966e+01	2.068821208336925466e+01
2.484400000000000119e+01	2.500480638338857986e+01
1.805300000000000082e+01	2.044295996158424700e+01
2.313800000000000168e+01	2.476618620895668954e+01
2.202300000000000324e+01	2.272293853082295456e+01
2.474800000000000111e+01	2.231700605535040793e+01
1.805900000000000105e+01	2.125799199710024467e+01
1.945100000000000051e+01	2.199287511468731182e+01
2.528699999999999903e+01	2.409324873260779754e+01
2.373300000000000054e+01	2.097162296439588047e+01
1.965500000000000114e+01	2.245325215532719199e+01
2.323600000000000065e+01	2.397534273449583964e+01
2.161199999999999832e+01	2.125111498690830558e+01
2.324500000000000099e+01	2.216140425589361129e+01
2.512300000000000111e+01	2.593469976393060961e+01
2.428099999999999881e+01	2.261703080912494457e+01
2.460699999999999932e+01	2.315665081708821305e+01
2.296599999999999753e+01	2.503698008761992000e+01
2.669300000000000139e+01	2.401686124640890085e+01
