0.25626	-1.1022	3
0.17153	0.72875	3
0.42787	3.1375	2
0.3288	0.28688	2
0.0066987	-1.4524	2
-3.6728	-4.8726	3
-1.0736	1.0642	1
-1.345	-1.5533	3
1.7979	0.079518	3
0.13514	0.19282	1
0.0010687	0.83885	1
0.089355	0.12751	2
-0.18064	3.3143	3
-0.2333	-3.3374	2
-1.6449	1.3746	1
-0.74422	-1.6401	3
0.040941	0.74727	3
1.1343	-0.35324	3
-1.0664	-2.3817	3
-0.51937	1.4885	3
0.37183	-1.4008	2
0.53239	-0.67453	2
0.85035	0.44817	2
0.19604	-0.1005	3
-1.641	-5.5739	3
0.70771	-0.077609	3
0.49903	-1.2835	3
0.85425	-1.9928	3
1.8196	3.2187	3
-0.60434	-2.7734	2
0.68986	-0.38544	2
-0.27676	-3.0493	3
-1.0075	-2.4002	3
1.3031	-0.18181	3
1.4288	5.1261	3
-1.1483	-2.3532	3
-1.3814	-5.6794	3
-0.33073	1.2066	2
1.6812	2.7783	3
-1.1704	-2.867	3
-0.76607	-4.2872	3
-4.5839	-8.9089	3
-1.1009	-3.673	3
0.35753	-0.57816	2
-1.6529	-6.2772	3
-1.1862	-2.8297	3
-1.9636	-3.7693	3
-0.82795	-2.5704	3
-2.4922	-6.2993	3
0.15501	-1.815	3
0.5281	0.30621	2
1.4134	-1.38	2
-2.2034	1.6325	1
-0.20266	1.2827	3
-0.8911	1.0051	2
0.70933	1.5793	3
2.9619	5.609	3
0.13717	1.827	3
-1.7374	-4.9007	3
-0.32264	1.214	2
2.4696	3.8027	3
-0.49591	-1.2539	3
-0.083177	1.5227	2
-0.81549	-2.8044	3
-0.99203	-3.4567	3
-0.23644	-2.2533	2
-1.7936	-4.1629	3
-1.2625	-1.2444	3
-0.09631	0.18272	3
1.0116	-2.9008	2
-0.63657	-2.2171	3
1.3757	3.2943	3
-0.38789	0.58414	3
0.24942	-0.10183	3
0.81599	-0.2215	2
2.7197	5.6782	3
0.87053	1.0035	3
-1.2102	-3.2413	3
0.23273	-1.2306	2
2.1871	0.0034804	3
-1.3521	-3.5821	3
-0.22189	-3.79	3
0.32619	0.51313	3
1.791	-1.6297	2
-1.7885	-4.4213	3
-2.182	-2.5691	3
0.10229	-1.1828	3
-1.7673	-3.9057	3
1.9889	2.7422	3
0.1995	-2.0971	2
0.073188	-2.5046	3
-0.1962	-0.31629	3
-2.4236	-3.6464	3
3.1132	2.2053	3
-3.4099	-6.9387	3
0.65729	-0.0087949	3
-0.6634	-2.1449	3
-1.9676	-6.5821	3
1.5274	-0.21732	1
1.841	2.5131	3
-2.1446	-3.2404	3
-0.31574	0.30708	1
-2.3026	-5.1147	3
-0.24174	-1.4781	2
1.5444	-1.5974	2
0.6309	-1.0708	3
-0.9383	-2.5831	3
2.3748	3.6471	3
-1.01	-3.0472	3
-0.83872	-0.70216	3
-0.84461	-3.5236	3
